,年份,生活垃圾清运量,常住人口,城镇人口比重,户数,平均每户人数,性别比例,年龄构成(0-14),年龄构成(15-64),年龄构成(65以上),城市居民人均可支配收入,城市居民人均消费支出,一般公共财政支出,国内生产总值,第一产业生产总值,第二产业生产总值,第三产业生产总值,人均生产总值,"就业人员受教育程度
（大学本科及以上）"
573,2003,171.8,1011,13631488.0,303.3204,3.07,102.27,13.961430293290476,75.11048613901166,10.928083567697868,10312.91,7867.53,312.0771,2447.66,89.66,1245.29,1112.71,26532.036898529044,-1152.0
574,2004,181.6,1024,171523813933056.0,316.8221,2.96,102.12,13.113092825293881,76.10458046209972,10.792460478313739,11467.0,8802.0,375.0212,2931.88,102.29,1560.16,1269.43,31550.0,10485760.0
575,2005,144.8,1043,75.11,322.9756,2.92,101.77,12.666956395769956,77.6437780675069,9.689265536723164,12638.6,9653.26,442.1207,3697.62,112.38,2051.17,1534.07,35783.1884955581,45629732552704.0
576,2006,155.2,1075,75.73,328.4875,2.8989818486243775,101.6536466687885,12.079636888797195,77.36744377965752,10.552919331545283,14283.1,10548.05,543.1219,4359.15,118.23,2488.29,1752.63,41163.0,7.561632483944479
577,2007,165.01,1115,76.31,333.9522,2.89,101.5,11.348019401778496,77.79911075181893,10.852869846402587,16357.4,12028.9,674.3262,5050.4,110.19,2892.53,2047.68,46122.0,7.77
578,2008,173.8,1176,77.23,337.7256,2.8848100351291097,101.42616728138799,10.747478742337355,76.97251334783469,12.280007909827962,19422.5,13422.5,867.7245,6354.38,122.58,3821.07,2410.73,55473.0,7.173576466540508
579,2009,188.35,1228,78.01,342.0507,2.88,101.28,10.063974028454119,78.89811897259621,11.03790699894968,21402.0,14801.4,1124.2778,7521.85,128.85,3987.84,3405.16,62574.0,7.8900000000000015
580,2010,183.71,1299,79.55,345.9262,2.86,101.14,9.796723672166886,81.68318855698949,8.520087770843624,24293.0,16561.8,1796.33,11307.28,159.72,5928.32,5219.24,85213.0,11.26
581,2011,189.9,1355,80.5,348.671,2.87,101.09,10.65042757190982,79.58020212490283,9.769370303187356,26921.0,18424.0,1796.33,11307.28,159.72,5928.32,5219.24,85213.0,13.47
582,2012,185.8,1413,81.55,351.24800000000005,2.84,100.87,11.729285047917905,77.8135866338733,10.457128318208804,29626.41,20024.0,2143.21,12893.88,171.6,6663.82,6058.46,93173.0,14.07
583,2013,200.0,1472,82.01,356.6084,2.82,100.68,11.185185185185185,77.35802469135803,11.456790123456793,28979.8,22306.2,2549.21,14370.16,188.45,7276.68,6905.03,99607.0,16.51
584,2014,215.9,1517,82.27,362.6333,2.81,100.63,10.78,77.54,11.68,31506.0,24289.6,2884.7,15726.93,199.9,7731.85,7795.18,105231.0,15.85
585,2015,240.7,1547,82.64,370.5786,2.77,100.6,10.13,79.57,10.29,34101.3,26229.5,3232.35,16538.19,208.82,7704.22,8625.15,107960.0,19.6
586,2016,269.0,1562,82.93,379.1686,2.75,100.5,10.89,77.74,11.36,37109.6,28344.6,3699.43,17885.39,220.22,7571.35,10093.82,115053.0,19.8
587,2017,306.9,1557,82.93,385.6196,2.72,99.57,11.292847080920332,77.42213178901234,11.285021130067305,40277.5,30283.6,3282.54,18549.19,168.96,7593.59,10786.64,118944.0,21.0
588,2018,294.8,1560,83.15,396.5705,2.75,99.17,10.270439268407065,78.81037986556198,10.919180866030947,42976.3,32655.1,3103.16,18809.64,172.71,7609.81,11027.12,120711.0,24.3
589,2000,173.3,2849,33.09,938.8710000000001,3.29,108.94,21.93,70.17,7.9,6275.98,5569.84,452.0041,1589.34,283.0,657.51,648.83,5157.3147463105015,27.349836349487305
590,2001,164.6,2829,-104.5,950.56,3.26,108.89,20.15750670241287,71.04222520107238,8.803619302949063,6721.09,5873.69,237.5486,1749.77,293.03,727.66,729.08,5654.0,26.461669921875
591,2002,211.7,2814,-4864.0,961.6923,3.24,108.88,19.623095951048047,71.2309595104804,9.145944538471554,7238.04,6360.24,305.8591,1971.3,315.78,827.55,827.97,6347.0,15.6875
592,2003,215.3,2803,241172480.0,977.0060000000001,3.2,108.89,18.78032103669456,71.99882785791033,9.22085110539511,8093.67,7118.06,341.5775,2250.56,336.36,977.3,936.9,7209.0,-560.0
593,2004,237.2,2793,5576722976079872.0,988.5941,3.18,108.63,20.87192747029752,67.67911498052564,11.448957549176841,9221.0,7973.0,395.7233,2665.39,431.32,1181.24,1052.83,9608.0,31719424.0
594,2005,237.6,2798,45.2,1010.4101,3.14,108.51,20.6689580875186,68.36516212297532,10.965879789506085,10243.5,8623.29,487.3543,3070.49,463.4,1259.12,1347.97,10982.0,145135534866432.0
595,2006,243.9,2808,46.7,1030.6568,3.1037191041673617,108.24634564473921,19.45395116323784,69.09825033647375,11.447798500288405,11569.7,9398.69,594.2543,3491.57,425.81,1500.97,1564.79,12457.0,1.8588327050565447
596,2007,200.52,2816,48.3,1056.9738,3.06,108.16,18.924564796905226,69.38878143133462,11.682785299806573,12590.8,9890.3,768.3886,4122.51,482.39,1892.1,1748.02,14660.0,1.02
597,2008,225.19,2839,49.99,1080.1453,3.0153785791596697,107.920142964261,19.013505578391076,69.0272068898023,11.959287531806615,14367.6,11146.8,1016.0112,5096.66,575.4,2433.27,2087.99,18025.0,1.3286489939316484
598,2009,224.3,2859,51.59,1110.6995,2.95,107.59,18.387122290776773,70.03638664768232,11.576491061540894,15748.7,12144.1,1292.0928,6530.01,606.8,3448.77,2474.44,22920.0,1.76
599,2010,256.68,2885,53.02,1154.8251,2.86,107.19,16.998305147615785,71.27927901693707,11.722415835447132,17532.0,13335.0,2570.24,10011.37,844.52,5543.04,3623.81,34500.0,4.24
600,2011,281.6,2919,55.02,1205.1961,2.76,106.91,16.043145274469705,71.53855407193552,12.418300653594773,20250.0,14974.0,2570.24,10011.37,844.52,5543.04,3623.81,34500.0,4.7
601,2012,335.3,2945,56.98,1220.6448,2.74,106.7,16.424530989297196,70.67106173442396,12.90440727627884,22968.14,16573.0,3046.36,11409.6,940.01,5975.18,4494.41,38914.0,5.22
602,2013,349.8,2970,58.34,1236.7811,2.72,106.47,15.600522193211491,71.14882506527415,13.246573107049608,23058.2,17123.8,3062.28,12656.69,1016.74,6397.92,5242.03,42795.0,5.53
603,2014,399.4,2991,59.6,1248.6736,2.7,106.27,15.26,70.62,14.12,25147.2,18279.5,3304.39,14262.6,1061.03,6529.06,6672.51,47850.0,5.7700000000000005
604,2015,440.0,3017,60.94,1241.4049,2.69,106.18,15.6,71.11,13.29,27238.8,19742.3,3792.0,15717.27,1150.15,7069.37,7497.75,52321.0,8.4
605,2016,494.1,3048,62.6,1260.8798,2.69,105.97,15.45,70.58,13.97,29610.0,21030.9,4001.81,17740.59,1303.24,7898.92,8538.43,58502.0,8.6
606,2017,529.7,3075,64.08,1260.9319,2.69,105.61,16.39499546118325,69.32943916012158,14.279512175869284,32193.2,22759.2,4336.28,19424.73,1276.09,8584.61,9564.03,63442.0,8.7
607,2018,549.2,3102,65.5,1269.58,2.59,103.21,16.930280138495437,68.59852061693421,14.471199244570348,34889.3,24154.2,4540.95,20363.19,1378.27,8328.79,10656.13,65933.0,8.8
